text,aspect,cleaned_text,cleaned_aspect,label
"i recently switched to notion, but i was not aware about how bad it works on android.",Android.,i recently switched to notion but i was not aware about how bad it works on android,Android,0
On web it is very good app but could anyone help me open the Asana app from my cell phone?.,web,On web it is very good app but could anyone help me open the Asana app from my cell phone,web,2
why is there copyright claim over the music i used from invideo?,music,why is there copyright claim over the music i used from invideo,music,0
So annoying the darn emails.,emails,So annoying the darn emails,emails,0
"notion/wix saml sso when wed apr 28, 2021 8pm - 9",SAML,notionwix saml sso when wed apr 28 2021 8pm  9,SAML,1
"apologies, that is a template-specific effect.",template,apologies that is a templatespecific effect,template,1
the edits does not show up after rendering.,rendering.,the edits does not show up after rendering,rendering,0
i am considering to upgrade my plan,upgrade,i am considering to upgrade my plan,upgrade,1
"No timeline in the app, not intuitive.",timeline,No timeline in the app not intuitive,timeline,0
"@misscloke @freyamariao @notionhq 100% and stops me from having random urls and pdf links saved all over my phone,.",PDF,   100 and stops me from having random urls and pdf links saved all over my phone,PDF,1
please implement a better mechanism for order delivery and do not miss the product to be delivered,order delivery,please implement a better mechanism for order delivery and do not miss the product to be delivered,order delivery,0
"in the screenshot of the speed test, the upload speed is 0.",upload,in the screenshot of the speed test the upload speed is 0,upload,1
"hello, would it be possible, to get a part of the beta program in order to have access to the apis.",beta,hello would it be possible to get a part of the beta program in order to have access to the apis,beta,1
